 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
80,3983206,4,0,24,0,6,6,6,0,0,0,0,0,6.02529721,1.004216202,1327735.333,2299065.93,3982468,330,3983206,1327735.333,2299065.93,3982468,330,0,0,0,0,0,0,0,0,0,80,0,1.004216202,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,28922,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,402012.309,311.1817993,3615.25,6598.476745,16676,47,11689,5844.5,8029.1975,11522,167,28848,5769.6,7880.54651,16676,47,0,0,0,0,72,132,103.7272664,207.4545329,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,4021871,4,0,24,0,6,6,6,0,0,0,0,0,5.967371902,0.994561984,1340623.667,2320195.168,4019754,4,4021871,1340623.667,2320195.168,4019754,4,0,0,0,0,0,0,0,0,0,80,0,0.994561984,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,27914,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,416529.3401,250.7702228,4652.333333,7301.248624,16901,59,10765,5382.5,7392.801397,10610,155,27825,9275,8451.120399,16901,189,0,0,0,0,72,92,107.4729526,143.2972702,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,4021271,4,0,24,0,6,6,6,0,0,0,0,0,5.968262273,0.994710379,1340423.667,2321141.496,4020647,239,4021271,1340423.667,2321141.496,4020647,239,0,0,0,0,0,0,0,0,0,80,0,0.994710379,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,66723,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,174257.7522,119.8986856,9531.857143,20983.5688,56433,44,9900,4950,6704.786499,9691,209,66679,16669.75,26902.84852,56433,159,0,0,0,0,72,112,44.9620071,74.93667851,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,3983689,5,0,30,0,6,6,6,0,0,0,0,0,7.530708346,1.255118058,995922.25,1990595.171,3981815,494,3983689,995922.25,1990595.171,3981815,494,0,0,0,0,0,0,0,0,0,100,0,1.255118058,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,62037,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,187517.1269,128.9553009,8862.428571,22717.34038,60369,3,1453,726.5,1001.970309,1435,18,61948,15487,29928.05654,60369,3,0,0,0,0,72,112,48.35823783,80.59706304,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,3979346,4,0,24,0,6,6,6,0,0,0,0,0,6.031141801,1.0051903,1326448.667,2296914.434,3978697,272,3979346,1326448.667,2296914.434,3978697,272,0,0,0,0,0,0,0,0,0,80,0,1.0051903,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,846121,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,13741.53342,8.273048417,141020.1667,343799.4803,842794,3,3001,1500.5,2117.78481,2998,3,846082,282027.3333,485640.3736,842794,184,0,0,0,0,72,92,3.545592179,4.727456239,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,3181945,5,0,30,0,6,6,6,0,0,0,0,0,9.428195648,1.571365941,795486.25,1590301.236,3180938,1,3181945,795486.25,1590301.236,3180938,1,0,0,0,0,0,0,0,0,0,100,0,1.571365941,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,845800,3,4,26,11601,20,0,8.666666667,10.26320288,8675,0,2900.25,4088.041942,13746.74864,8.276188224,140966.6667,343508.545,842148,13,3462,1731,1231.780013,2602,860,845682,281894,485196.8018,842148,177,0,0,0,0,72,92,3.54693781,4.729250414,0,8675,1453.375,3091.095642,9554872.268,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,3179924,4,0,24,0,6,6,6,0,0,0,0,0,7.547350188,1.257891698,1059974.667,1835076.142,3178938,3,3179924,1059974.667,1835076.142,3178938,3,0,0,0,0,0,0,0,0,0,80,0,1.257891698,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,844770,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,13770.61212,8.286279106,140795,343590.4241,842145,4,2438,1219,343.6538957,1462,976,844758,281586,485459.6344,842145,183,0,0,0,0,72,92,3.551262474,4.735016632,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,3179936,5,0,30,0,6,6,6,0,0,0,0,0,9.434152134,1.572358689,794984,1589309.4,3178948,3,3179936,794984,1589309.4,3178948,3,0,0,0,0,0,0,0,0,0,100,0,1.572358689,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,877592,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,13255.5903,10.25533505,109699,309855.544,876552,2,909,454.5,637.1032098,905,4,877556,175511.2,391893.9209,876552,2,0,0,0,0,72,132,3.418445018,6.836890035,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,3141898,4,0,24,0,6,6,6,0,0,0,0,0,7.638694827,1.273115805,1047299.333,1813386.762,3141218,240,3141898,1047299.333,1813386.762,3141218,240,0,0,0,0,0,0,0,0,0,80,0,1.273115805,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,902470,3,6,26,11607,20,0,8.666666667,10.26320288,5755,0,1934.5,2529.124572,12890.17917,9.972630669,112808.75,318712.1706,901581,3,569,284.5,398.1011178,566,3,902455,180491,403101.6358,901581,16,0,0,0,0,72,132,3.324210223,6.648420446,0,5755,1163.3,2131.87096,4544873.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,3115628,5,0,30,0,6,6,6,0,0,0,0,0,9.628877388,1.604812898,778907,1557120.671,3114588,213,3115628,778907,1557120.671,3114588,213,0,0,0,0,0,0,0,0,0,100,0,1.604812898,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,895225,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,12994.49859,10.05333855,111903.125,316011.3723,893991,3,944,472,661.8519472,940,4,895190,179038,399671.0598,893991,3,0,0,0,0,72,132,3.351112849,6.702225697,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,3116250,4,0,24,0,6,6,6,0,0,0,0,0,7.70156438,1.283594063,1038750,1797725.082,3114584,221,3116250,1038750,1797725.082,3114584,221,0,0,0,0,0,0,0,0,0,80,0,1.283594063,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,894397,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,13006.52842,7.826502101,149066.1667,364696.2466,893499,3,842,421,591.1412691,839,3,894349,298116.3333,515616.6862,893499,4,0,0,0,0,72,92,3.354215186,4.472286915,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,3113365,4,0,24,0,6,6,6,0,0,0,0,0,7.708701036,1.284783506,1037788.333,1796893.311,3112662,200,3113365,1037788.333,1796893.311,3112662,200,0,0,0,0,0,0,0,0,0,80,0,1.284783506,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,902189,3,6,26,11607,20,0,8.666666667,10.26320288,5755,0,1934.5,2529.124572,12894.19401,9.975736791,112773.625,318556.2707,901160,16,706,353,476.5899705,690,16,902144,180428.8,402901.0905,901160,18,0,0,0,0,72,132,3.325245597,6.650491194,0,5755,1163.3,2131.87096,4544873.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,3105833,5,0,30,0,6,6,6,0,0,0,0,0,9.659244396,1.609874066,776458.25,1552233.838,3104809,201,3105833,776458.25,1552233.838,3104809,201,0,0,0,0,0,0,0,0,0,100,0,1.609874066,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,884558,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,13151.20094,7.913556827,147426.3333,360612.9389,883524,3,997,498.5,700.7428202,994,3,884534,294844.6667,509811.5025,883524,5,0,0,0,0,72,92,3.391524355,4.522032473,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,3090571,4,0,24,0,6,6,6,0,0,0,0,0,7.765555297,1.294259216,1030190.333,1783751.37,3089889,329,3090571,1030190.333,1783751.37,3089889,329,0,0,0,0,0,0,0,0,0,80,0,1.294259216,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,934541,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,12447.82198,9.630396098,116817.625,329989.2164,933499,3,930,465,586.8986284,880,50,934464,186892.8,417365.7259,933499,3,0,0,0,0,72,132,3.210132033,6.420264065,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,3040798,5,0,30,0,6,6,6,0,0,0,0,0,9.865831272,1.644305212,760199.5,1519818.333,3039927,275,3040798,760199.5,1519818.333,3039927,275,0,0,0,0,0,0,0,0,0,100,0,1.644305212,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,930690,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,12499.32846,9.670244657,116336.25,328607.9171,929599,3,953,476.5,669.6301218,950,3,930643,186128.6,415612.7978,929599,3,0,0,0,0,72,132,3.223414886,6.446829771,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,3039360,4,0,24,0,6,6,6,0,0,0,0,0,7.896399242,1.31606654,1013120,1754146.586,3038634,219,3039360,1013120,1754146.586,3038634,219,0,0,0,0,0,0,0,0,0,80,0,1.31606654,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,516691,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,22514.42351,17.41853448,64586.375,182101.8805,515265,14,1078,539,692.9646456,1029,49,516539,103307.8,230291.4414,515265,14,0,0,0,0,72,132,5.806178161,11.61235632,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,3017875,5,0,30,0,6,6,6,0,0,0,0,0,9.940769581,1.65679493,754468.75,1508305.501,3016927,259,3017875,754468.75,1508305.501,3016927,259,0,0,0,0,0,0,0,0,0,100,0,1.65679493,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,152727,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,76168.5884,58.92867666,19090.875,53498.45714,151491,4,930,465,651.9524523,926,4,152645,30529,67620.74115,151491,16,0,0,0,0,72,132,19.64289222,39.28578444,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,3014700,5,0,30,0,6,6,6,0,0,0,0,0,9.951238929,1.658539822,753675,1506182.696,3012949,221,3014700,753675,1506182.696,3012949,221,0,0,0,0,0,0,0,0,0,100,0,1.658539822,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,151849,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,76608.99973,46.09842673,25308.16667,61610.46536,151069,6,744,372,456.7909806,695,49,151801,50600.33333,87009.16237,151069,6,0,0,0,0,72,92,19.7564686,26.34195813,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,3012634,4,0,24,0,6,6,6,0,0,0,0,0,7.966450621,1.32774177,1004211.333,1738731.074,3011925,3,3012634,1004211.333,1738731.074,3011925,3,0,0,0,0,0,0,0,0,0,80,0,1.32774177,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,152672,3,7,26,11607,20,0,8.666666667,10.26320288,5840,0,1658.142857,2137.29708,76196.02809,65.4998952,16963.55556,50559.08813,151787,2,575,287.5,402.3437585,572,3,152643,25440.5,61897.30272,151787,2,0,0,0,0,72,152,19.64996856,45.84992664,0,5840,1057.545455,1853.437529,3435230.673,0,0,0,1,0,0,0,0,2,1163.3,8.666666667,1658.142857,72,0,0,0,0,0,0,3,26,7,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,3011082,5,0,30,0,6,6,6,0,0,0,0,0,9.963195954,1.660532659,752770.5,1504368.412,3009323,170,3011082,752770.5,1504368.412,3009323,170,0,0,0,0,0,0,0,0,0,100,0,1.660532659,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,138621,3,6,26,11607,20,0,8.666666667,10.26320288,5755,0,1934.5,2529.124572,83919.46386,64.92522778,17327.625,48573.93875,137540,3,933,466.5,590.4341623,884,49,138575,27715,61395.28207,137540,3,0,0,0,0,72,132,21.64174259,43.28348519,0,5755,1163.3,2131.87096,4544873.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,2990681,4,0,24,0,6,6,6,0,0,0,0,0,8.024928102,1.337488017,996893.6667,1725916.176,2989810,315,2990681,996893.6667,1725916.176,2989810,315,0,0,0,0,0,0,0,0,0,80,0,1.337488017,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,116449,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,99897.80934,77.2870527,14556.125,40775.98185,115470,2,763,381.5,514.0666299,745,18,116388,23277.6,51538.24194,115470,2,0,0,0,0,72,132,25.7623509,51.5247018,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,2988175,4,0,24,0,6,6,6,0,0,0,0,0,8.031658119,1.338609687,996058.3333,1724632.147,2987492,258,2988175,996058.3333,1724632.147,2987492,258,0,0,0,0,0,0,0,0,0,80,0,1.338609687,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,114647,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,101467.9843,69.77940984,16378.14286,42902.172,113670,4,680,340,427.0924958,642,38,114608,28652,56679.52201,113670,4,0,0,0,0,72,112,26.16727869,43.61213115,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,2988853,4,0,24,0,6,6,6,0,0,0,0,0,8.029836195,1.338306032,996284.3333,1725230.569,2988409,200,2988853,996284.3333,1725230.569,2988409,200,0,0,0,0,0,0,0,0,0,80,0,1.338306032,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,183176,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,63507.22802,49.1330742,22897,64410.49545,182304,2,806,403,435.5777772,711,95,183097,36619.4,81445.20037,182312,2,0,0,0,0,72,132,16.3776914,32.7553828,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,2922376,4,0,24,0,6,6,6,0,0,0,0,0,8.212495586,1.368749264,974125.3333,1686634.418,2921683,237,2922376,974125.3333,1686634.418,2921683,237,0,0,0,0,0,0,0,0,0,80,0,1.368749264,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,573219,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,20294.16331,15.70080545,71652.375,201504.3752,570346,10,2513,1256.5,1751.503497,2495,18,573169,114633.8,254753.115,570346,10,0,0,0,0,72,132,5.233601817,10.46720363,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,2524594,5,0,30,0,6,6,6,0,0,0,0,0,11.88309883,1.980516471,631148.5,1260812.47,2522367,272,2524594,631148.5,1260812.47,2522367,272,0,0,0,0,0,0,0,0,0,100,0,1.980516471,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,886393,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,13123.97548,10.15350979,110799.125,313008.7337,885456,2,786,393,550.1290758,782,4,886316,177263.2,395891.9515,885456,2,0,0,0,0,72,132,3.384503262,6.769006524,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,2192034,4,0,24,0,6,6,6,0,0,0,0,0,10.94873528,1.824789214,730678,1264950.483,2191317,273,2192034,730678,1264950.483,2191317,273,0,0,0,0,0,0,0,0,0,80,0,1.824789214,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
80,868562,3,7,26,11607,20,0,8.666666667,10.26320288,5840,0,1658.142857,2127.59774,13393.40197,11.51328287,96506.88889,289003.2956,867182,3,1027,513.5,668.2159082,986,41,868455,144742.5,353921.8402,867182,3,0,0,0,0,72,152,3.453984862,8.059298012,0,5840,1057.545455,1846.729724,3410410.673,0,0,0,1,0,0,0,0,2,1163.3,8.666666667,1658.142857,72,0,0,0,0,0,0,3,26,7,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,2156293,5,0,30,0,6,6,6,0,0,0,0,0,13.91276603,2.318794338,539073.25,1077329.872,2155068,199,2156293,539073.25,1077329.872,2155068,199,0,0,0,0,0,0,0,0,0,100,0,2.318794338,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,867727,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,13406.29023,10.37192573,108465.875,305790.9156,865259,47,2120,1060,414.3645738,1353,767,867630,173526,386691.4654,865259,47,0,0,0,0,72,132,3.457308577,6.914617155,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,2154956,5,0,30,0,6,6,6,0,0,0,0,0,13.92139793,2.320232989,538739,1076714.004,2153810,268,2154956,538739,1076714.004,2153810,268,0,0,0,0,0,0,0,0,0,100,0,2.320232989,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,933689,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,12459.18073,8.568163489,133384.1429,352109.3008,931892,3,1552,776,1093.187084,1549,3,933668,233417,465650.4921,931892,69,0,0,0,0,72,112,3.213061308,5.355102181,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,2073910,5,0,30,0,6,6,6,0,0,0,0,0,14.46543003,2.410905006,518477.5,1035768.398,2072130,244,2073910,518477.5,1035768.398,2072130,244,0,0,0,0,0,0,0,0,0,100,0,2.410905006,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS
80,930512,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,12501.71948,9.672094503,116314,328526.3745,929375,3,989,494.5,563.5641046,893,96,930463,186092.6,415507.7186,929375,3,0,0,0,0,72,132,3.224031501,6.448063002,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,2072737,4,0,24,0,6,6,6,0,0,0,0,0,11.57889303,1.929815505,690912.3333,1196024.107,2071962,220,2072737,690912.3333,1196024.107,2071962,220,0,0,0,0,0,0,0,0,0,80,0,1.929815505,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS
